id,year,team,lg,g,ab,r,h,hr,sb,bb,so,avg
player01369,1990,BOS,NL,45,121,77,77,18,45,20,182,0.636
player01370,2001,CHC,NL,134,593,66,97,12,51,42,119,0.164
player01371,2003,HOU,AL,13,75,21,186,19,69,72,142,2.48
player01372,1991,LAD,AL,11,332,34,194,16,28,18,72,0.584
player01373,1990,HOU,AL,102,85,55,36,26,38,9,193,0.424
player01374,2001,NYY,NL,135,471,125,176,50,65,33,113,0.374
player01375,1998,LAD,AL,55,369,141,22,3,0,77,87,0.06
player01376,1990,NYY,NL,19,336,44,163,30,76,51,56,0.485
player01377,1998,ATL,NL,107,580,85,85,59,23,63,66,0.147
player01378,2002,ATL,NL,6,64,32,177,25,61,7,92,2.766
player01379,2003,BOS,AL,9,538,139,117,36,53,32,19,0.217
player01380,1993,HOU,NL,148,391,136,107,0,35,97,32,0.274
player01381,1998,ATL,NL,25,5,129,0,11,34,15,199,0.0
player01382,2004,CHC,NL,50,388,58,126,41,35,63,55,0.325
player01383,1988,CHC,NL,72,437,94,49,44,44,76,183,0.112
player01384,1993,NYY,AL,66,116,28,13,50,73,26,63,0.112
player01385,1987,LAD,NL,57,145,54,57,15,48,38,47,0.393
player01386,1993,CHC,AL,22,96,93,142,58,14,32,27,1.479
player01387,1998,NYY,AL,56,309,149,58,33,14,96,26,0.188
player01388,1998,LAD,NL,36,161,118,90,23,72,3,141,0.559
player01389,1986,ATL,NL,68,287,104,120,40,76,88,3,0.418
player01390,1991,NYY,AL,1,562,139,129,23,62,74,132,0.23
player01391,2004,LAD,AL,48,340,135,88,36,69,10,131,0.259
player01392,2001,BOS,AL,161,524,15,71,57,73,21,142,0.135
player01393,1993,HOU,AL,152,519,63,190,42,64,77,112,0.366
player01394,1986,HOU,NL,58,427,9,9,3,10,38,40,0.021
player01395,2001,BOS,NL,48,413,75,155,50,17,1,55,0.375
player01396,1994,CHC,NL,99,263,120,121,56,33,97,95,0.46
player01397,1998,HOU,NL,126,346,84,185,7,1,10,51,0.535
player01398,1996,LAD,AL,114,358,55,163,58,3,55,10,0.455
player01399,1998,BOS,AL,90,135,72,113,15,58,68,146,0.837
player01400,1995,CHC,NL,113,316,12,162,48,48,50,101,0.513
player01401,1989,NYY,NL,107,462,63,79,42,78,90,11,0.171
player01402,1991,NYY,NL,154,198,114,113,58,35,81,49,0.571
player01403,1992,LAD,AL,105,75,51,51,8,39,95,125,0.68
player01404,1990,LAD,NL,133,419,113,64,40,17,66,76,0.153
player01405,1996,LAD,AL,18,362,53,85,23,67,55,59,0.235
player01406,1998,HOU,AL,112,445,56,195,38,48,86,10,0.438
player01407,2004,LAD,AL,40,402,17,187,0,11,71,184,0.465
player01408,1995,BOS,AL,102,17,24,26,2,20,45,175,1.529
player01409,1995,BOS,NL,113,368,19,101,8,11,73,68,0.274
player01410,1996,CHC,AL,58,513,10,148,47,48,70,52,0.288
player01411,1992,BOS,AL,85,29,89,74,45,30,27,107,2.552
player01412,2003,HOU,NL,152,434,86,30,52,36,37,46,0.069
player01413,1989,NYY,NL,156,171,55,195,46,59,23,34,1.14
player01414,1987,CHC,AL,46,249,32,86,35,15,87,178,0.345
player01415,1999,BOS,NL,72,490,97,43,46,74,87,188,0.088
player01416,1998,LAD,NL,33,46,25,102,57,14,92,142,2.217
player01417,1997,BOS,AL,67,298,102,23,10,19,23,23,0.077
player01418,1992,ATL,NL,113,522,68,10,48,26,38,137,0.019
player01419,1987,CHC,AL,84,469,28,36,40,15,2,173,0.077
player01420,1998,HOU,AL,39,425,108,139,54,78,99,146,0.327
player01421,1999,BOS,NL,71,274,59,189,44,59,25,169,0.69
player01422,2002,BOS,NL,5,386,106,52,2,14,14,105,0.135
player01423,1994,HOU,NL,1,515,120,9,33,22,67,17,0.017
player01424,2002,NYY,AL,125,482,11,181,34,33,75,133,0.376
player01425,1993,LAD,NL,135,455,92,99,15,42,68,15,0.218
player01426,1987,LAD,AL,113,161,38,157,13,9,17,24,0.975
player01427,1998,NYY,NL,8,306,146,142,35,2,67,197,0.464
player01428,1988,NYY,AL,108,414,146,70,2,15,2,177,0.169
player01429,2001,ATL,NL,126,338,28,31,47,79,16,33,0.092
player01430,1991,HOU,AL,126,36,89,39,49,66,88,83,1.083
player01431,2004,CHC,NL,28,223,100,110,59,36,86,55,0.493
player01432,1992,LAD,NL,154,58,111,198,5,76,72,61,3.414
player01433,1995,NYY,NL,34,219,75,133,15,55,53,132,0.607
player01434,1994,NYY,NL,96,360,19,43,51,72,3,123,0.119
player01435,1987,HOU,NL,22,24,96,93,39,45,85,140,3.875
player01436,2000,CHC,AL,124,452,8,189,31,29,55,65,0.418
player01437,1990,NYY,AL,148,206,1,97,33,31,28,156,0.471
player01438,1989,ATL,NL,142,24,33,175,31,68,49,198,7.292
player01439,2005,CHC,AL,151,83,20,69,32,18,62,57,0.831
player01440,1989,ATL,AL,67,247,82,26,12,57,11,154,0.105
player01441,2003,BOS,NL,147,247,80,123,27,63,45,151,0.498
player01442,1989,LAD,NL,78,50,132,49,17,74,93,120,0.98
player01443,2002,NYY,AL,39,521,84,168,52,18,81,183,0.322
player01444,1997,CHC,AL,99,176,21,169,36,1,15,36,0.96
player01445,2002,ATL,NL,129,124,83,67,23,65,29,149,0.54
player01446,1995,LAD,NL,19,165,44,142,0,5,44,89,0.861
player01447,1986,LAD,NL,15,347,82,84,47,59,42,88,0.242
player01448,2003,NYY,AL,1,125,32,180,28,60,20,194,1.44
player01449,2003,LAD,NL,31,368,34,86,26,13,85,58,0.234
player01450,1999,NYY,AL,86,246,45,24,13,63,24,83,0.098
player01451,2000,BOS,NL,50,69,126,187,23,12,93,73,2.71
player01452,1997,NYY,NL,20,522,105,8,14,7,69,81,0.015
player01453,1989,HOU,AL,105,82,107,53,9,49,44,102,0.646
player01454,1988,ATL,NL,43,399,82,31,23,9,56,94,0.078
player01455,2005,HOU,AL,5,385,99,115,15,63,28,45,0.299
player01456,1997,LAD,AL,66,57,106,62,30,79,6,126,1.088
player01457,1992,LAD,AL,140,473,25,108,28,37,28,27,0.228
player01458,1996,LAD,NL,128,78,134,68,8,38,98,138,0.872
player01459,1986,NYY,NL,71,184,86,164,35,70,58,196,0.891
player01460,1991,CHC,NL,66,76,132,92,10,30,8,111,1.211
player01461,2000,NYY,AL,73,70,116,20,18,48,80,19,0.286
player01462,2000,ATL,NL,155,115,78,63,15,29,49,32,0.548
player01463,2004,NYY,NL,156,184,80,0,8,70,20,22,0.0
player01464,1996,LAD,NL,79,322,83,198,43,27,20,190,0.615
player01465,1987,BOS,NL,19,14,111,69,52,6,45,199,4.929
player01466,1999,ATL,NL,13,441,122,82,26,12,16,59,0.186
player01467,1987,HOU,AL,45,514,124,39,33,70,18,158,0.076
player01468,1989,BOS,NL,6,57,121,13,10,24,88,111,0.228
player01469,2002,ATL,NL,129,282,79,5,18,64,96,72,0.018
player01470,1988,ATL,NL,106,398,127,186,7,1,28,184,0.467
player01471,1998,LAD,AL,121,411,77,8,42,79,88,177,0.019
player01472,1994,HOU,NL,25,576,73,199,58,65,52,169,0.345
player01473,1992,NYY,AL,154,436,40,104,47,27,47,151,0.239
player01474,2000,HOU,AL,141,10,85,199,54,8,93,163,19.9
player01475,1996,LAD,NL,19,190,65,107,19,39,6,197,0.563
player01476,2005,LAD,AL,138,515,6,189,40,28,33,51,0.367
player01477,1987,LAD,AL,71,565,122,33,10,59,28,145,0.058
player01478,2000,BOS,AL,15,59,126,112,12,26,40,101,1.898
player01479,1999,HOU,NL,107,155,29,136,16,65,8,33,0.877
player01480,2005,HOU,AL,159,137,146,21,42,36,48,110,0.153
player01481,1996,ATL,NL,126,468,37,126,42,35,96,105,0.269
player01482,1988,CHC,NL,136,591,144,76,22,15,49,12,0.129
player01483,2002,NYY,AL,30,314,100,169,53,55,4,175,0.538
player01484,1997,LAD,AL,98,178,78,199,49,50,36,77,1.118
player01485,2000,HOU,AL,97,45,101,92,11,4,93,130,2.044
player01486,2001,HOU,NL,1,396,98,157,8,39,78,22,0.396
player01487,1990,ATL,NL,16,348,3,122,26,32,98,22,0.351
player01488,2005,NYY,AL,114,131,128,197,24,60,95,77,1.504
player01489,1991,CHC,AL,11,410,84,28,22,3,32,52,0.068
player01490,2004,CHC,NL,155,135,109,37,54,63,14,102,0.274
player01491,1990,LAD,NL,86,25,149,4,51,27,21,157,0.16
player01492,1988,CHC,NL,70,512,132,6,38,26,64,98,0.012
player01493,1986,CHC,AL,120,490,35,138,8,20,51,14,0.282
player01494,1991,NYY,AL,39,467,101,26,41,34,48,146,0.056
player01495,2000,NYY,NL,131,38,136,62,24,39,33,29,1.632
player01496,1987,LAD,NL,1,26,109,78,24,78,36,174,3.0
player01497,1988,HOU,AL,23,197,56,92,9,9,73,98,0.467
player01498,2002,ATL,NL,115,527,105,11,59,19,67,155,0.021
player01499,1997,LAD,AL,145,322,108,186,14,75,16,190,0.578
player01500,2003,BOS,NL,48,21,83,57,36,79,51,50,2.714
player01501,2000,CHC,NL,91,72,89,37,43,14,66,50,0.514
player01502,1997,ATL,NL,53,440,131,32,50,56,59,186,0.073
player01503,2001,HOU,NL,61,391,50,162,2,38,56,119,0.414
player01504,1993,HOU,AL,103,331,83,182,23,71,49,185,0.55
player01505,1999,NYY,NL,102,0,105,58,23,71,54,170,inf
player01506,2002,BOS,NL,139,437,70,120,57,49,0,155,0.275
player01507,1993,HOU,AL,143,207,54,43,8,60,83,170,0.208
player01508,2000,BOS,AL,90,13,107,47,49,38,79,180,3.615
player01509,1999,CHC,AL,118,221,30,96,32,34,52,28,0.434
player01510,2003,NYY,NL,139,243,49,142,13,69,83,175,0.584
player01511,2005,ATL,AL,135,274,135,108,2,26,68,55,0.394
player01512,1992,NYY,NL,47,588,86,182,55,19,45,190,0.31
player01513,1988,CHC,AL,136,107,111,94,5,16,56,123,0.879
player01514,1997,HOU,NL,5,329,142,41,15,7,53,93,0.125
player01515,1988,BOS,AL,87,124,64,152,34,3,10,194,1.226
player01516,2005,CHC,AL,91,92,9,119,16,43,23,43,1.293
player01517,1999,HOU,AL,63,411,87,1,4,6,73,14,0.002
player01518,2000,LAD,NL,21,236,78,81,21,38,79,192,0.343
player01519,1999,BOS,NL,119,208,112,40,15,0,77,166,0.192
player01520,1992,CHC,AL,121,318,148,171,54,62,8,48,0.538
player01521,2002,ATL,NL,102,22,23,49,12,20,94,76,2.227
player01522,1997,ATL,NL,90,426,68,89,42,49,87,78,0.209
player01523,2005,HOU,NL,140,9,32,70,11,54,9,28,7.778
player01524,1989,HOU,NL,112,176,35,43,9,34,22,153,0.244
player01525,1994,ATL,NL,139,289,89,89,9,16,61,22,0.308
player01526,1991,LAD,AL,138,79,65,186,51,61,66,168,2.354
player01527,2001,NYY,NL,119,405,30,56,47,10,1,47,0.138
player01528,1987,ATL,AL,16,99,103,39,57,0,25,123,0.394
player01529,1993,HOU,AL,143,418,82,59,13,54,52,30,0.141
player01530,1996,HOU,AL,119,22,120,142,32,46,68,54,6.455
player01531,1998,LAD,NL,84,389,119,74,38,73,54,120,0.19
player01532,2002,ATL,NL,132,246,66,93,40,15,39,150,0.378
player01533,1993,LAD,AL,22,485,86,59,44,65,84,10,0.122
player01534,2003,ATL,AL,142,517,128,116,40,71,53,39,0.224
player01535,2003,NYY,AL,94,18,70,65,27,33,43,164,3.611
player01536,1999,CHC,AL,31,490,85,117,21,31,73,84,0.239
player01537,2000,ATL,NL,70,109,82,166,17,43,70,126,1.523
player01538,1991,CHC,AL,91,598,93,46,14,68,14,8,0.077
player01539,1996,ATL,AL,128,395,136,140,16,14,75,87,0.354
player01540,1998,NYY,NL,11,12,98,95,1,9,88,126,7.917
player01541,1986,HOU,AL,36,341,140,108,8,41,17,198,0.317
player01542,1991,CHC,NL,80,587,91,102,12,11,70,145,0.174
player01543,1994,LAD,AL,24,158,55,20,20,67,66,133,0.127
player01544,1993,ATL,NL,113,332,38,13,13,37,17,149,0.039
player01545,1996,HOU,NL,42,22,130,78,40,54,28,87,3.545
player01546,2004,ATL,NL,21,239,52,149,14,19,38,34,0.623
player01547,1994,LAD,AL,96,194,61,105,1,8,53,159,0.541
player01548,2002,NYY,NL,51,137,104,71,26,58,56,104,0.518
player01549,1997,BOS,AL,81,509,68,73,33,7,12,145,0.143
player01550,1999,ATL,NL,55,222,131,143,20,12,76,127,0.644
player01551,2000,LAD,NL,124,427,58,93,36,9,68,21,0.218
player01552,2001,BOS,NL,132,454,144,0,47,54,22,164,0.0
player01553,2005,ATL,AL,62,7,149,161,12,58,5,29,23.0
player01554,1986,CHC,NL,87,215,30,199,41,29,24,32,0.926
player01555,1995,HOU,NL,153,283,48,133,6,59,77,124,0.47
player01556,1993,HOU,NL,142,492,112,160,34,26,91,44,0.325
player01557,2003,LAD,NL,41,438,109,137,23,5,82,38,0.313
player01558,1986,CHC,AL,41,322,37,90,50,67,13,86,0.28
player01559,1987,NYY,AL,45,412,48,124,54,39,14,65,0.301
player01560,1986,BOS,NL,126,216,99,178,46,46,63,8,0.824
player01561,1986,LAD,NL,96,144,22,152,0,48,20,85,1.056
player01562,1994,ATL,NL,144,173,83,197,41,26,14,124,1.139
player01563,1998,HOU,NL,19,269,26,119,20,67,89,60,0.442
player01564,1986,ATL,AL,37,28,80,42,40,77,80,0,1.5
player01565,1998,BOS,NL,85,219,141,169,19,21,17,52,0.772
player01566,2005,CHC,NL,26,500,130,2,18,75,52,95,0.004
player01567,1992,CHC,AL,94,48,103,110,20,8,99,173,2.292
player01568,1987,LAD,NL,104,1,26,191,58,18,58,134,191.0
player01569,1991,LAD,NL,125,69,13,41,56,2,92,73,0.594
player01570,1992,CHC,AL,141,45,24,181,17,68,28,43,4.022
player01571,1999,LAD,NL,91,62,51,142,38,54,82,172,2.29
player01572,2003,CHC,AL,87,491,139,15,24,10,97,3,0.031
player01573,2000,BOS,NL,123,496,22,179,19,2,53,120,0.361
player01574,1987,LAD,AL,98,26,146,101,36,13,61,43,3.885
player01575,1995,CHC,AL,23,190,119,62,30,58,94,18,0.326
player01576,1997,LAD,NL,108,227,0,43,20,13,73,64,0.189
player01577,2002,ATL,NL,148,223,125,103,47,46,52,24,0.462
player01578,1993,HOU,NL,54,294,132,173,15,73,79,18,0.588
player01579,1996,ATL,NL,59,57,149,147,6,52,56,127,2.579
player01580,1988,NYY,AL,148,528,1,58,40,5,35,63,0.11
player01581,1991,CHC,NL,39,495,134,117,39,1,5,174,0.236
player01582,1994,NYY,NL,78,37,111,65,42,29,91,90,1.757
player01583,1991,CHC,NL,91,97,20,2,31,53,56,153,0.021
player01584,1994,HOU,AL,160,57,70,157,6,67,49,98,2.754
player01585,1992,LAD,AL,69,346,58,171,39,67,67,171,0.494
player01586,1994,CHC,AL,68,528,8,60,11,4,97,82,0.114
player01587,2003,ATL,AL,87,534,119,83,51,15,84,79,0.155
player01588,1997,LAD,AL,21,481,72,140,52,39,0,27,0.291
player01589,1993,HOU,NL,152,212,114,194,33,11,99,181,0.915
player01590,1993,ATL,NL,144,147,139,154,52,60,15,52,1.048
player01591,2003,LAD,NL,32,95,99,17,57,3,95,174,0.179
player01592,2005,CHC,AL,154,459,72,109,17,76,4,72,0.237
player01593,2000,CHC,NL,3,259,137,48,12,42,15,109,0.185
player01594,1992,ATL,AL,82,72,112,161,0,28,95,167,2.236
player01595,1996,BOS,AL,121,330,73,179,55,37,5,177,0.542
player01596,2005,CHC,AL,116,48,16,74,33,72,28,16,1.542
player01597,2001,BOS,AL,135,221,3,83,0,76,66,192,0.376
player01598,1989,LAD,AL,88,364,63,70,24,64,41,90,0.192
player01599,1991,BOS,NL,144,504,143,173,53,5,19,128,0.343
player01600,1988,ATL,NL,53,31,48,79,8,10,52,181,2.548
player01601,1994,NYY,NL,4,539,99,54,59,5,4,198,0.1
player01602,1995,NYY,NL,32,36,5,27,20,5,40,24,0.75
player01603,1999,ATL,AL,83,178,103,35,6,2,77,195,0.197
player01604,1996,NYY,NL,102,56,8,168,53,45,74,27,3.0
player01605,2003,ATL,NL,58,335,57,190,18,58,53,166,0.567
player01606,1997,CHC,AL,13,495,31,134,30,13,2,150,0.271
player01607,1997,BOS,AL,150,583,29,177,32,63,24,92,0.304
player01608,1998,NYY,AL,44,194,44,62,27,2,98,158,0.32
player01609,1998,CHC,NL,30,2,113,60,49,43,16,114,30.0
player01610,2004,NYY,NL,151,201,149,33,53,45,34,58,0.164
player01611,2004,LAD,NL,12,190,30,188,20,1,75,199,0.989
player01612,1999,ATL,AL,14,206,127,30,54,71,24,193,0.146
player01613,1989,ATL,AL,36,110,16,126,37,72,65,87,1.145
player01614,1998,CHC,AL,45,346,112,142,2,13,27,1,0.41
player01615,1993,LAD,AL,24,505,124,27,56,42,51,27,0.053
player01616,2004,BOS,AL,119,562,53,171,43,3,84,145,0.304
player01617,1997,LAD,AL,131,133,78,142,20,20,67,181,1.068
player01618,2003,LAD,NL,78,280,46,23,10,19,67,123,0.082
player01619,1991,HOU,AL,38,225,138,76,38,61,18,153,0.338
player01620,2003,BOS,AL,92,537,144,41,45,57,11,8,0.076
player01621,2004,BOS,AL,87,215,75,190,52,23,26,113,0.884
player01622,1990,LAD,AL,20,591,114,148,26,26,15,38,0.25
player01623,1994,NYY,AL,97,291,114,152,34,10,76,74,0.522
player01624,1988,HOU,AL,2,20,25,18,20,46,33,180,0.9
player01625,1995,NYY,AL,154,221,67,111,30,1,76,133,0.502
player01626,2004,LAD,AL,2,560,146,2,54,4,76,36,0.004
player01627,1988,NYY,AL,42,339,12,173,7,41,92,120,0.51
player01628,2000,BOS,NL,40,373,28,151,31,27,18,116,0.405
player01629,1986,BOS,NL,137,571,53,20,22,46,9,199,0.035
player01630,1992,NYY,NL,130,445,72,0,36,25,17,174,0.0
player01631,1997,BOS,NL,156,378,20,120,2,15,55,83,0.317
player01632,2002,ATL,AL,3,530,8,177,53,29,7,120,0.334
player01633,2005,BOS,NL,16,394,47,158,9,29,52,46,0.401
player01634,1990,LAD,NL,132,589,84,6,56,35,47,95,0.01
player01635,1989,CHC,AL,23,355,132,159,56,48,97,53,0.448
player01636,1997,NYY,AL,102,440,71,42,59,20,71,47,0.095
player01637,2005,HOU,AL,77,213,14,99,53,20,77,45,0.465
player01638,2003,NYY,AL,134,127,76,194,22,40,35,162,1.528
player01639,2002,BOS,NL,55,511,96,187,38,51,90,55,0.366
player01640,2004,BOS,AL,136,452,122,192,4,56,56,7,0.425
player01641,1994,CHC,AL,73,317,31,11,58,38,85,137,0.035
player01642,1989,CHC,AL,98,44,35,9,45,68,46,192,0.205
player01643,1987,HOU,NL,81,56,145,118,42,1,67,71,2.107
player01644,1989,LAD,NL,114,385,139,198,39,41,25,46,0.514
player01645,1987,ATL,AL,67,182,86,24,2,21,13,114,0.132
player01646,2000,LAD,NL,41,316,125,90,37,54,7,171,0.285
player01647,1987,HOU,AL,40,407,129,60,48,63,46,159,0.147
player01648,1989,NYY,NL,103,516,85,69,43,26,91,15,0.134
player01649,1991,BOS,AL,155,475,68,83,3,70,32,100,0.175
player01650,1992,LAD,NL,39,18,144,48,55,18,85,160,2.667
player01651,1995,BOS,NL,53,30,42,149,10,37,77,153,4.967
player01652,2004,BOS,NL,40,490,145,25,10,39,8,116,0.051
player01653,2004,LAD,AL,52,467,30,31,58,64,23,177,0.066
player01654,1997,LAD,NL,37,395,62,86,47,6,31,149,0.218
player01655,1988,CHC,NL,67,418,27,64,18,20,74,161,0.153
player01656,1998,HOU,NL,147,372,136,148,3,28,37,91,0.398
player01657,2003,HOU,AL,85,327,96,77,31,37,78,44,0.235
player01658,1993,ATL,NL,66,536,27,146,30,12,47,147,0.272
player01659,2000,CHC,AL,138,152,145,152,44,10,5,134,1.0
player01660,1986,ATL,AL,52,297,142,136,35,40,17,190,0.458
player01661,1988,LAD,AL,2,142,4,40,50,53,62,16,0.282
player01662,1993,HOU,AL,129,534,40,28,17,37,61,182,0.052
player01663,1989,HOU,AL,97,111,109,46,49,39,71,78,0.414
player01664,2001,ATL,NL,22,268,75,193,54,34,97,118,0.72
player01665,1995,NYY,AL,113,95,116,110,32,50,37,107,1.158
player01666,1997,CHC,NL,82,330,65,114,2,55,24,13,0.345
player01667,1999,CHC,NL,121,171,72,121,5,37,10,15,0.708
player01668,1999,CHC,AL,3,461,110,158,9,33,28,76,0.343
player01669,1987,HOU,AL,118,290,119,13,42,38,26,34,0.045
player01670,1990,BOS,AL,144,234,126,150,18,28,4,14,0.641
player01671,1990,HOU,NL,139,418,143,37,0,23,62,184,0.089
player01672,1991,BOS,NL,10,305,56,135,44,22,8,69,0.443
player01673,1998,HOU,NL,25,487,64,128,34,43,99,19,0.263
player01674,1994,LAD,NL,120,86,46,187,12,1,22,183,2.174
player01675,2000,HOU,NL,6,332,141,127,51,48,12,177,0.383
player01676,1999,LAD,NL,110,297,39,167,32,69,99,125,0.562
player01677,1992,BOS,NL,8,142,47,13,19,57,39,32,0.092
player01678,2005,CHC,NL,41,59,38,192,8,33,84,78,3.254
player01679,1987,BOS,NL,110,1,100,155,9,71,43,27,155.0
player01680,1992,ATL,AL,1,416,119,76,33,18,8,11,0.183
player01681,1991,CHC,NL,131,152,42,71,18,66,61,50,0.467
player01682,2002,HOU,AL,52,253,43,182,52,42,58,139,0.719
player01683,1987,HOU,AL,102,570,77,178,14,42,1,130,0.312
player01684,1988,HOU,NL,77,367,75,134,37,51,88,199,0.365
player01685,1990,HOU,NL,47,24,107,130,36,1,64,198,5.417
player01686,1990,HOU,NL,114,132,130,90,23,16,71,76,0.682
player01687,1986,BOS,NL,83,242,6,18,36,79,95,112,0.074
player01688,1993,LAD,NL,19,61,84,109,20,17,31,130,1.787
player01689,1997,BOS,NL,70,426,57,20,32,52,20,187,0.047
player01690,1989,NYY,AL,47,451,90,43,30,40,54,193,0.095
player01691,1998,BOS,AL,117,77,137,191,21,52,21,124,2.481
player01692,2000,CHC,NL,78,104,9,64,26,42,65,53,0.615
player01693,1996,HOU,AL,5,379,33,93,54,36,57,31,0.245
player01694,1995,BOS,AL,64,393,59,147,52,30,42,71,0.374
player01695,1988,LAD,AL,107,114,129,131,18,19,9,126,1.149
player01696,1999,HOU,AL,36,597,44,91,10,51,64,70,0.152
player01697,2001,ATL,AL,137,539,4,121,12,41,44,102,0.224
player01698,1995,NYY,AL,151,47,25,62,6,70,42,28,1.319
player01699,1995,CHC,NL,160,187,78,104,26,76,43,194,0.556
player01700,1997,LAD,AL,156,595,25,194,23,50,54,97,0.326
player01701,1994,NYY,AL,11,574,91,125,45,37,9,124,0.218
player01702,1986,BOS,AL,147,513,84,165,24,70,7,16,0.322
player01703,1990,NYY,AL,64,50,21,166,46,74,3,14,3.32
player01704,2005,HOU,NL,65,225,146,70,22,43,33,113,0.311
player01705,1993,HOU,AL,73,367,9,132,50,49,55,83,0.36
player01706,1996,ATL,NL,57,79,41,81,36,76,25,35,1.025
player01707,1997,NYY,AL,66,205,98,1,54,7,28,184,0.005
player01708,1986,NYY,NL,132,398,74,120,21,53,58,21,0.302
player01709,2005,HOU,AL,157,526,80,46,21,39,71,39,0.087
player01710,1996,BOS,AL,4,216,106,96,2,46,53,66,0.444
player01711,1990,BOS,AL,124,42,31,109,10,3,18,69,2.595
player01712,2000,CHC,NL,129,455,66,32,52,79,7,193,0.07
player01713,1990,BOS,NL,92,293,119,174,23,47,11,103,0.594
player01714,1997,NYY,NL,18,574,101,7,24,23,81,82,0.012
player01715,1990,ATL,NL,141,498,113,54,44,57,12,126,0.108
player01716,2002,BOS,AL,70,237,22,107,17,69,65,165,0.451
player01717,2002,HOU,AL,103,306,49,104,49,71,18,30,0.34
player01718,1997,HOU,NL,86,589,64,47,47,50,86,198,0.08
player01719,2000,CHC,AL,30,594,17,139,50,28,13,13,0.234
player01720,2000,CHC,AL,155,153,115,101,27,62,95,98,0.66
player01721,1991,NYY,AL,107,96,132,188,38,69,23,7,1.958
player01722,1997,BOS,NL,156,173,98,63,9,36,72,166,0.364
player01723,2005,BOS,NL,130,92,117,171,33,14,73,31,1.859
player01724,2003,CHC,AL,20,28,95,162,25,2,33,117,5.786
player01725,1999,BOS,NL,78,60,32,31,35,42,75,199,0.517
player01726,1987,NYY,NL,152,40,41,65,23,74,13,36,1.625
player01727,1994,ATL,NL,77,493,81,62,19,60,84,9,0.126
player01728,1990,HOU,NL,72,294,78,171,46,36,86,105,0.582
player01729,2005,NYY,AL,149,295,90,70,32,59,0,101,0.237
player01730,1986,BOS,NL,150,178,120,122,35,55,16,85,0.685
player01731,1988,NYY,NL,73,257,23,176,22,13,96,143,0.685
player01732,1991,HOU,AL,106,448,125,190,24,19,78,76,0.424
player01733,1990,LAD,NL,128,306,2,119,44,49,66,70,0.389
player01734,1990,HOU,AL,107,119,70,168,7,16,23,137,1.412
player01735,1986,HOU,AL,11,263,139,70,53,2,16,197,0.266
player01736,2002,LAD,NL,80,286,32,34,5,54,37,129,0.119
player01737,2004,BOS,AL,9,550,21,78,31,34,10,15,0.142
player01738,1999,BOS,AL,100,187,13,185,56,29,25,163,0.989
player01739,1997,ATL,NL,52,241,124,197,7,39,12,98,0.817
player01740,1995,HOU,NL,115,594,53,5,32,11,42,7,0.008
player01741,2005,NYY,NL,141,204,30,11,1,33,75,43,0.054
player01742,2003,ATL,AL,129,278,68,131,55,6,56,65,0.471
player01743,1996,BOS,AL,75,394,98,33,2,48,15,127,0.084
player01744,1987,BOS,AL,152,471,144,34,1,42,78,77,0.072
player01745,2003,CHC,AL,133,376,95,198,9,30,52,182,0.527
player01746,1992,ATL,AL,148,324,114,103,4,50,18,134,0.318
player01747,2000,BOS,AL,143,11,131,96,45,65,18,12,8.727
player01748,1996,LAD,NL,68,291,9,199,48,10,36,8,0.684
player01749,2003,CHC,AL,54,56,118,122,32,50,70,106,2.179
player01750,1997,NYY,AL,11,153,100,6,46,7,12,67,0.039
player01751,1991,CHC,NL,151,463,136,194,57,7,4,132,0.419
player01752,2005,HOU,AL,129,515,149,136,21,4,80,103,0.264
player01753,1998,HOU,AL,47,21,148,28,3,45,95,73,1.333
player01754,2005,NYY,AL,115,106,126,178,55,46,53,125,1.679
player01755,2001,LAD,NL,38,325,22,6,18,8,74,182,0.018
player01756,2003,NYY,NL,130,425,60,119,9,70,34,19,0.28
player01757,1995,ATL,NL,45,238,139,17,2,61,63,191,0.071
player01758,1993,NYY,NL,155,340,94,94,7,38,6,145,0.276
player01759,2003,NYY,AL,61,38,121,19,17,41,21,177,0.5
player01760,1986,CHC,AL,82,29,144,190,1,19,4,181,6.552
player01761,1993,LAD,NL,11,413,103,22,38,61,7,88,0.053
player01762,1991,NYY,AL,157,160,108,57,9,35,77,113,0.356
player01763,1990,ATL,AL,25,308,20,46,19,69,28,42,0.149
player01764,2000,CHC,AL,78,413,46,21,51,15,92,51,0.051
player01765,2000,LAD,NL,41,133,96,181,29,34,40,43,1.361
player01766,1987,LAD,AL,41,565,142,171,6,33,41,145,0.303
player01767,1986,BOS,NL,101,334,58,168,24,45,93,5,0.503
player01768,1996,HOU,AL,139,35,142,78,13,64,91,191,2.229
player01769,1995,ATL,AL,32,79,28,12,9,24,85,34,0.152
player01770,2003,HOU,NL,49,436,10,10,13,2,23,175,0.023
player01771,2003,CHC,NL,6,119,28,26,32,2,99,136,0.218
player01772,2002,CHC,AL,57,133,114,46,8,51,23,190,0.346
player01773,1993,ATL,NL,6,404,85,17,55,68,98,190,0.042
player01774,2000,LAD,NL,47,264,88,91,18,4,1,197,0.345
player01775,1993,NYY,AL,63,232,84,129,37,17,39,9,0.556
player01776,2002,ATL,NL,150,446,113,11,20,37,72,165,0.025
player01777,1997,CHC,NL,67,426,55,120,53,59,19,16,0.282
player01778,1993,HOU,NL,147,27,2,3,50,19,76,68,0.111
